"Pozycja (x, y)","Prędkość (Vx, Vy)",Masa,"Siła (Fx, Fy)","Przyspieszenie (Ax, Ay)"
[-1.53105218e+33  5.55677960e+33],[-1.54651736e+26  5.61290869e+26],1e+30,[-6.96517168e-16 -4.41710667e-15],[-6.96517168e-46 -4.41710667e-45]
[-1.15569591e+34  1.58242863e+34],[-1.16736961e+27  1.59841276e+27],1e+30,[ 9.61227937e-17 -1.44432496e-16],[ 9.61227937e-47 -1.44432496e-46]
[1.49400632e+33 1.76597421e+33],[1.50909729e+26 1.78381233e+26],1e+30,[-1.52849254e-13 -2.25886177e-13],[-1.52849254e-43 -2.25886177e-43]
[1.08245529e+35 6.57110016e+33],[1.09338918e+28 6.63747491e+26],1e+30,[-5.86047001e-18 -3.58724540e-19],[-5.86047001e-48 -3.58724540e-49]
[-1.78859770e+33  4.92852179e+33],[-1.80666434e+26  4.97830483e+26],1e+30,[ 1.70658251e-15 -1.25588550e-15],[ 1.70658251e-45 -1.25588550e-45]
[5.36890650e+33 8.20119025e+31],[5.42313787e+26 8.28403049e+24],1e+30,[-5.45680863e-16 -4.78853885e-17],[-5.45680863e-46 -4.78853885e-47]
[-3.98987740e+32  1.61774335e+31],[-4.03017919e+25  1.63408426e+24],1e+30,[-4.98755828e-15 -8.32252262e-15],[-4.98755828e-45 -8.32252262e-45]
[-2.92343761e+34  2.22487797e+34],[-2.95296728e+27  2.24735148e+27],1e+30,[ 4.13008722e-17 -3.26418830e-17],[ 4.13008722e-47 -3.26418830e-47]
[-2.31004446e+33 -1.13444037e+33],[-2.33337824e+26 -1.14589937e+26],1e+30,[-1.05654923e-14  6.43780617e-15],[-1.05654923e-44  6.43780617e-45]
[2.86318191e+33 1.05532436e+33],[2.89210295e+26 1.06598420e+26],1e+30,[ 1.21506313e-14 -2.49771014e-14],[ 1.21506313e-44 -2.49771014e-44]
[-1.1489453e+33  2.2586144e+33],[-1.16055081e+26  2.28142868e+26],1e+30,[ 1.81083353e-15 -3.82815761e-15],[ 1.81083353e-45 -3.82815761e-45]
[2.24219835e+33 1.08173273e+33],[2.26484681e+26 1.09265932e+26],1e+30,[-6.44811715e-15 -5.07706981e-15],[-6.44811715e-45 -5.07706981e-45]
[-2.08500356e+33 -2.42992273e+33],[-2.10606421e+26 -2.45446741e+26],1e+30,[4.85067819e-15 5.72353834e-17],[4.85067819e-45 5.72353834e-47]
[-3.60101170e+33  2.85577334e+33],[-3.63738555e+26  2.88461954e+26],1e+30,[ 4.20958811e-15 -9.81605000e-16],[ 4.20958811e-45 -9.81605000e-46]
[ 6.06478791e+34 -7.41641233e+34],[ 6.12604839e+27 -7.49132559e+27],1e+30,[-3.85068760e-18  5.31703133e-18],[-3.85068760e-48  5.31703133e-48]
[1.24984933e+33 3.15771712e+33],[1.26247407e+26 3.18961325e+26],1e+30,[-7.25124623e-16 -3.14328035e-15],[-7.25124623e-46 -3.14328035e-45]
[ 6.82925758e+34 -1.42668897e+34],[ 6.89823998e+27 -1.44109997e+27],1e+30,[-1.38995294e-17  3.03516167e-18],[-1.38995294e-47  3.03516167e-48]
[-4.32204314e+32  1.66192830e+33],[-4.36570014e+25  1.67871545e+26],1e+30,[ 3.87772483e-14 -8.91304706e-15],[ 3.87772483e-44 -8.91304706e-45]
[ 3.42774433e+33 -1.21328373e+34],[ 3.46236801e+26 -1.22553912e+27],1e+30,[-7.87317647e-17  1.65342544e-16],[-7.87317647e-47  1.65342544e-46]
[-8.68218007e+33  2.25857248e+33],[-8.76987886e+26  2.28138634e+26],1e+30,[ 7.11686173e-16 -2.74680663e-16],[ 7.11686173e-46 -2.74680663e-46]
[5.05213791e+33 2.98984640e+32],[5.10316961e+26 3.02004688e+25],1e+30,[-1.44465246e-15  1.46865735e-15],[-1.44465246e-45  1.46865735e-45]
[-3.50249439e+33  1.23210905e+33],[-3.53787263e+26  1.24455446e+26],1e+30,[ 3.70867378e-15 -1.91244848e-15],[ 3.70867378e-45 -1.91244848e-45]
[-5.62153883e+32 -8.57900168e+32],[-5.67832205e+25 -8.66565826e+25],1e+30,[ 1.76986080e-15 -3.87711987e-16],[ 1.76986080e-45 -3.87711987e-46]
[-5.59492378e+33 -9.15547963e+32],[-5.65143817e+26 -9.24795922e+25],1e+30,[1.68812926e-15 1.42456074e-15],[1.68812926e-45 1.42456074e-45]
[1.53958526e+33 1.91433510e+33],[1.55513663e+26 1.93367182e+26],1e+30,[-4.84345943e-15  2.96218681e-15],[-4.84345943e-45  2.96218681e-45]
[-4.73306817e+33 -1.58208696e+33],[-4.78087694e+26 -1.59806764e+26],1e+30,[3.93707633e-15 2.41577782e-15],[3.93707633e-45 2.41577782e-45]
[-2.94724555e+33 -2.01451817e+33],[-2.97701570e+26 -2.03486683e+26],1e+30,[1.9286805e-15 2.1394255e-15],[1.9286805e-45 2.1394255e-45]
[ 8.04148361e+32 -9.84442471e+32],[ 8.12271071e+25 -9.94386335e+25],1e+30,[-7.10115547e-15  1.10194909e-14],[-7.10115547e-45  1.10194909e-44]
[-8.82298963e+32  8.98287251e+33],[-8.91211075e+25  9.07360860e+26],1e+30,[ 2.68067075e-16 -6.83042513e-16],[ 2.68067075e-46 -6.83042513e-46]
[-2.16781120e+33  2.03691127e+33],[-2.18970828e+26  2.05748613e+26],1e+30,[-3.81060999e-16  4.77292249e-15],[-3.81060999e-46  4.77292249e-45]
[-4.33233925e+33  7.33869149e+31],[-4.37610025e+26  7.41281966e+24],1e+30,[ 2.30195775e-15 -5.93549109e-16],[ 2.30195775e-45 -5.93549109e-46]
[2.87706367e+33 1.63133439e+33],[2.90612492e+26 1.64781252e+26],1e+30,[-4.02320526e-15  2.02469811e-14],[-4.02320526e-45  2.02469811e-44]
[4.15811126e+33 8.62189038e+32],[4.20011239e+26 8.70898018e+25],1e+30,[-3.38730997e-15 -4.47784696e-16],[-3.38730997e-45 -4.47784696e-46]
[-3.08929687e+33  6.09630732e+33],[-3.12050189e+26  6.15788619e+26],1e+30,[ 6.10591288e-16 -1.25636273e-15],[ 6.10591288e-46 -1.25636273e-45]
[-6.12630263e+33 -6.91918326e+33],[-6.18818447e+26 -6.98907400e+26],1e+30,[4.95131438e-16 5.00839244e-16],[4.95131438e-46 5.00839244e-46]
[-1.01841008e+33  1.37612106e+33],[-1.02869705e+26  1.39002127e+26],1e+30,[ 2.28122961e-15 -3.49861894e-15],[ 2.28122961e-45 -3.49861894e-45]
[1.0277426e+34 1.7181600e+34],[1.03812384e+27 1.73551515e+27],1e+30,[-8.37525510e-17 -1.57728945e-16],[-8.37525510e-47 -1.57728945e-46]
[ 4.64364613e+32 -6.50214947e+32],[ 4.69055165e+25 -6.56782775e+25],1e+30,[-1.55816269e-15 -6.50570743e-16],[-1.55816269e-45 -6.50570743e-46]
[-2.48858217e+33  3.22602314e+33],[-2.51371936e+26  3.25860924e+26],1e+30,[-1.78399433e-15 -7.96978732e-16],[-1.78399433e-45 -7.96978732e-46]
[-1.09866942e+33  5.73669279e+32],[-1.10976710e+26  5.79463919e+25],1e+30,[ 3.78120995e-15 -7.67534357e-16],[ 3.78120995e-45 -7.67534357e-46]
[ 4.76389967e+33 -4.49617535e+32],[ 4.81201987e+26 -4.54159127e+25],1e+30,[-2.06353690e-15  1.00434326e-15],[-2.06353690e-45  1.00434326e-45]
[-3.74427165e+33  8.07873840e+33],[-3.78209257e+26  8.16034182e+26],1e+30,[ 5.24697787e-16 -7.80692845e-16],[ 5.24697787e-46 -7.80692845e-46]
[ 4.30029690e+33 -9.98905528e+31],[ 4.34373424e+26 -1.00899548e+25],1e+30,[-4.07674793e-15  8.81055349e-18],[-4.07674793e-45  8.81055349e-48]
[ 3.54956873e+32 -2.57200867e+33],[ 3.58542297e+25 -2.59798856e+26],1e+30,[-3.75118423e-17  1.06612048e-15],[-3.75118423e-47  1.06612048e-45]
[-6.69214683e+32 -1.04271892e+33],[-6.75974428e+25 -1.05325144e+26],1e+30,[-3.07536992e-13 -6.83074495e-13],[-3.07536992e-43 -6.83074495e-43]
[-7.78547167e+32 -5.43492996e+33],[-7.86411280e+25 -5.48982824e+26],1e+30,[-3.87167490e-15 -3.22995351e-15],[-3.87167490e-45 -3.22995351e-45]
[2.1663049e+34 1.0253405e+34],[2.18818677e+27 1.03569747e+27],1e+30,[-1.01644602e-16 -3.33547841e-17],[-1.01644602e-46 -3.33547841e-47]
[ 1.42968593e+33 -4.34905973e+33],[ 1.44412721e+26 -4.39298962e+26],1e+30,[-1.16219399e-15  2.53234765e-15],[-1.16219399e-45  2.53234765e-45]
[-1.29332052e+34 -2.88802346e+33],[-1.30638437e+27 -2.91719541e+26],1e+30,[3.98199647e-16 7.27652082e-17],[3.98199647e-46 7.27652082e-47]
[ 2.58359376e+33 -2.83897776e+32],[ 2.60969067e+26 -2.86765430e+25],1e+30,[-2.91475907e-15 -9.33244005e-16],[-2.91475907e-45 -9.33244005e-46]
[3.63737837e+33 7.03367537e+33],[3.67411957e+26 7.10472259e+26],1e+30,[ 2.97636640e-16 -4.62734049e-16],[ 2.97636640e-46 -4.62734049e-46]
[ 1.81264584e+33 -7.17994191e+33],[ 1.83095540e+26 -7.25246657e+26],1e+30,[-1.14376654e-16  8.06666515e-16],[-1.14376654e-46  8.06666515e-46]
[ 6.82490879e+33 -3.12390447e+31],[ 6.89384726e+26 -3.15545908e+24],1e+30,[-1.27141922e-15  4.30125581e-16],[-1.27141922e-45  4.30125581e-46]
[1.77708821e+34 3.67759435e+34],[1.79503859e+27 3.71474176e+27],1e+30,[-2.73638889e-17 -3.59044207e-17],[-2.73638889e-47 -3.59044207e-47]
[-1.14292517e+33 -3.92992910e+33],[-1.15446987e+26 -3.96962536e+26],1e+30,[-7.16018195e-17  3.82250658e-15],[-7.16018195e-47  3.82250658e-45]
[-9.04898695e+32  2.39592781e+33],[-9.14039087e+25  2.42012910e+26],1e+30,[ 2.65732758e-15 -6.51980732e-15],[ 2.65732758e-45 -6.51980732e-45]
[ 1.33605486e+33 -3.97925282e+33],[ 1.34955037e+26 -4.01944730e+26],1e+30,[-2.47013678e-15  2.23863761e-15],[-2.47013678e-45  2.23863761e-45]
[-6.32352808e+32 -4.12141873e+32],[-6.38740210e+25 -4.16304923e+25],1e+30,[2.44505478e-15 2.38534568e-15],[2.44505478e-45 2.38534568e-45]
[ 3.88857331e+33 -4.65087466e+32],[ 3.92785183e+26 -4.69785320e+25],1e+30,[-2.40013358e-15  8.98225187e-16],[-2.40013358e-45  8.98225187e-46]
[6.72297532e+32 5.91119789e+32],[6.79088417e+25 5.97090696e+25],1e+30,[-4.16503951e-15 -3.17762072e-15],[-4.16503951e-45 -3.17762072e-45]
[-4.54458402e+32  2.67961679e+33],[-4.59048889e+25  2.70668363e+26],1e+30,[ 1.90301314e-15 -3.11310834e-15],[ 1.90301314e-45 -3.11310834e-45]
[2.35065072e+32 3.77621218e+33],[2.37439466e+25 3.81435573e+26],1e+30,[-2.25597614e-16  1.03770385e-15],[-2.25597614e-46  1.03770385e-45]
[-2.98136059e+33 -7.37639594e+33],[-3.01147535e+26 -7.45090499e+26],1e+30,[1.05561795e-16 2.96307977e-16],[1.05561795e-46 2.96307977e-46]
[-2.88596323e+33 -1.71129984e+33],[-2.91511437e+26 -1.72858570e+26],1e+30,[1.63678048e-15 1.32070996e-15],[1.63678048e-45 1.32070996e-45]
