"Pozycja (x, y)","Prędkość (Vx, Vy)",Masa,"Siła (Fx, Fy)","Przyspieszenie (Ax, Ay)"
[-1.41974705e+33 -1.07777200e+33],[-1.43408793e+26 -1.08865859e+26],1e+30,[4.94598891e-15 5.92071924e-15],[4.94598891e-45 5.92071924e-45]
[-6.13056556e+32 -3.06178370e+33],[-6.19249047e+25 -3.09271081e+26],1e+30,[-1.70476738e-15 -5.47464708e-16],[-1.70476738e-45 -5.47464708e-46]
[-5.55137758e+33  3.60442801e+33],[-5.60745210e+26  3.64083637e+26],1e+30,[ 9.73858333e-16 -6.90864025e-16],[ 9.73858333e-46 -6.90864025e-46]
[-1.85774596e+33  6.55616625e+32],[-1.87651107e+26  6.62239015e+25],1e+30,[-6.60136796e-15 -8.58316930e-15],[-6.60136796e-45 -8.58316930e-45]
[ 5.38941234e+33 -1.55781283e+32],[ 5.44385085e+26 -1.57354830e+25],1e+30,[-1.74037013e-15  2.44975570e-15],[-1.74037013e-45  2.44975570e-45]
[1.69059215e+33 9.46468552e+33],[1.70766884e+26 9.56028841e+26],1e+30,[ 1.20147104e-16 -9.00519076e-16],[ 1.20147104e-46 -9.00519076e-46]
[ 2.46875600e+33 -5.10884535e+32],[ 2.49369293e+26 -5.16044985e+25],1e+30,[-6.34665578e-15  1.66018865e-15],[-6.34665578e-45  1.66018865e-45]
[-3.94895972e+33 -2.71612476e+33],[-3.98884821e+26 -2.74356037e+26],1e+30,[-1.00052357e-14  3.75037612e-14],[-1.00052357e-44  3.75037612e-44]
[-1.46505457e+34  1.50490208e+34],[-1.47985310e+27  1.52010311e+27],1e+30,[ 1.08486472e-16 -1.13232263e-16],[ 1.08486472e-46 -1.13232263e-46]
[1.47329460e+34 1.37307792e+34],[1.48817637e+27 1.38694739e+27],1e+30,[-5.50147224e-17 -1.53892095e-17],[-5.50147224e-47 -1.53892095e-47]
[-1.06852580e+33  3.06263758e+32],[-1.07931899e+26  3.09357332e+25],1e+30,[8.52744816e-16 2.39107556e-15],[8.52744816e-46 2.39107556e-45]
[ 4.27931428e+33 -6.46516399e+33],[ 4.32253967e+26 -6.53046868e+26],1e+30,[-7.26413082e-16  7.36109324e-16],[-7.26413082e-46  7.36109324e-46]
[ 3.78169892e+33 -6.09996831e+33],[ 3.81989790e+26 -6.16158415e+26],1e+30,[-5.34714382e-16  1.27887484e-15],[-5.34714382e-46  1.27887484e-45]
[-2.16660527e+31 -8.31121271e+33],[-2.18849019e+24 -8.39516435e+26],1e+30,[8.42583203e-16 2.95157645e-16],[8.42583203e-46 2.95157645e-46]
[-8.76944341e+33 -1.65424427e+33],[-8.85802365e+26 -1.67095381e+26],1e+30,[8.30246692e-16 9.95419655e-17],[8.30246692e-46 9.95419655e-47]
[7.38033540e+33 1.37598716e+34],[7.45488425e+26 1.38988602e+27],1e+30,[-1.47048046e-16 -2.29775680e-16],[-1.47048046e-46 -2.29775680e-46]
[-6.60336890e+34  7.68304443e+34],[-6.67006960e+27  7.76065094e+27],1e+30,[ 4.30732734e-18 -5.05217955e-18],[ 4.30732734e-48 -5.05217955e-48]
[-5.01904178e+33  2.22900803e+33],[-5.06973917e+26  2.25152327e+26],1e+30,[ 1.30632272e-15 -1.03356930e-15],[ 1.30632272e-45 -1.03356930e-45]
[4.99253790e+33 2.43429414e+33],[5.04296757e+26 2.45888297e+26],1e+30,[-1.36163531e-15 -1.83994055e-15],[-1.36163531e-45 -1.83994055e-45]
[ 3.27176645e+33 -3.04087756e+33],[ 3.30481459e+26 -3.07159350e+26],1e+30,[-1.33702428e-15  2.21429588e-15],[-1.33702428e-45  2.21429588e-45]
[1.94936114e+33 9.19218624e+33],[1.96905166e+26 9.28503661e+26],1e+30,[-5.40914625e-16 -2.55675094e-16],[-5.40914625e-46 -2.55675094e-46]
[ 9.45629195e+32 -2.36358330e+33],[ 9.55181008e+25 -2.38745788e+26],1e+30,[3.45293816e-17 1.96530050e-15],[3.45293816e-47 1.96530050e-45]
[ 9.07171431e+33 -1.02184693e+34],[ 9.16334779e+26 -1.03216862e+27],1e+30,[-1.98908501e-16  2.38293546e-16],[-1.98908501e-46  2.38293546e-46]
[8.88884726e+33 1.05658110e+34],[8.97863360e+26 1.06725363e+27],1e+30,[-2.28843924e-16 -2.72468891e-16],[-2.28843924e-46 -2.72468891e-46]
[9.54317267e+32 2.41927308e+32],[9.63956835e+25 2.44371018e+25],1e+30,[-2.93915859e-15 -4.30305929e-15],[-2.93915859e-45 -4.30305929e-45]
[-1.84391185e+34  1.61154867e+33],[-1.86253722e+27  1.62782694e+26],1e+30,[ 1.99846493e-16 -1.42926286e-17],[ 1.99846493e-46 -1.42926286e-47]
[6.10611439e+32 3.35583008e+33],[6.16779230e+25 3.38972735e+26],1e+30,[-1.08327877e-15 -2.06073633e-15],[-1.08327877e-45 -2.06073633e-45]
[-3.62193123e+32 -2.49265798e+33],[-3.65851639e+25 -2.51783635e+26],1e+30,[-4.51218827e-15 -4.66995460e-14],[-4.51218827e-45 -4.66995460e-44]
[-7.42249297e+34  4.81188108e+34],[-7.49746765e+27  4.86048594e+27],1e+30,[ 7.25977398e-18 -4.74950209e-18],[ 7.25977398e-48 -4.74950209e-48]
[ 2.42800861e+33 -7.89549046e+32],[ 2.45253395e+26 -7.97524289e+25],1e+30,[-4.80993809e-15  4.59136634e-15],[-4.80993809e-45  4.59136634e-45]
[8.06829747e+32 4.58398913e+32],[8.14979540e+25 4.63029205e+25],1e+30,[-3.51017551e-15 -7.91860021e-16],[-3.51017551e-45 -7.91860021e-46]
[ 3.61606190e+33 -7.24613207e+32],[ 3.65258778e+26 -7.31932533e+25],1e+30,[-3.23206474e-15 -1.59423112e-17],[-3.23206474e-45 -1.59423112e-47]
[3.77766493e+33 1.21527080e+33],[3.81582316e+26 1.22754626e+26],1e+30,[-4.07546670e-15 -1.52141384e-15],[-4.07546670e-45 -1.52141384e-45]
[-5.81033329e+33  1.57615412e+33],[-5.86902353e+26  1.59207487e+26],1e+30,[1.62897028e-15 1.69042085e-16],[1.62897028e-45 1.69042085e-46]
[ 3.18397458e+33 -1.80183576e+33],[ 3.21613594e+26 -1.82003612e+26],1e+30,[-1.6873306e-15  8.8773807e-16],[-1.6873306e-45  8.8773807e-46]
[-6.74355449e+33 -6.06301608e+33],[-6.81167120e+26 -6.12425867e+26],1e+30,[5.58448876e-16 4.43483897e-16],[5.58448876e-46 4.43483897e-46]
[-6.52021136e+33 -1.46528551e+34],[-6.58607208e+26 -1.48008637e+27],1e+30,[-1.10790871e-16  1.41389219e-16],[-1.10790871e-46  1.41389219e-46]
[-1.76372749e+33  3.31416749e+33],[-1.78154292e+26  3.34764392e+26],1e+30,[-1.00690552e-15 -2.41757588e-15],[-1.00690552e-45 -2.41757588e-45]
[ 1.41216608e+33 -1.62862715e+33],[ 1.42643038e+26 -1.64507793e+26],1e+30,[-3.29780863e-15  5.82471448e-15],[-3.29780863e-45  5.82471448e-45]
[-1.72968657e+33  1.40004226e+33],[-1.74715815e+26  1.41418410e+26],1e+30,[-5.28207028e-16  1.21322980e-15],[-5.28207028e-46  1.21322980e-45]
[ 9.24552625e+32 -1.15902672e+34],[ 9.33891541e+25 -1.17073406e+27],1e+30,[-8.84668474e-17  5.36234420e-16],[-8.84668474e-47  5.36234420e-46]
[ 8.74640408e+32 -1.61873144e+33],[ 8.83475160e+25 -1.63508226e+26],1e+30,[-6.71167277e-15  2.35395759e-15],[-6.71167277e-45  2.35395759e-45]
[-1.46012099e+33  6.99161607e+32],[-1.47486969e+26  7.06223845e+25],1e+30,[ 5.07050074e-15 -1.17903382e-15],[ 5.07050074e-45 -1.17903382e-45]
[1.42391977e+34 2.34693295e+34],[1.43830280e+27 2.37063935e+27],1e+30,[-4.71740018e-17 -7.37539695e-17],[-4.71740018e-47 -7.37539695e-47]
[-4.80089042e+32 -1.40467408e+33],[-4.84938427e+25 -1.41886271e+26],1e+30,[-1.73999289e-15  2.85310047e-15],[-1.73999289e-45  2.85310047e-45]
[1.39184278e+33 3.53403117e+33],[1.40590179e+26 3.56972845e+26],1e+30,[-2.18012032e-16 -1.77731913e-15],[-2.18012032e-46 -1.77731913e-45]
[-2.89740201e+33  3.14962593e+33],[-2.92666870e+26  3.18144034e+26],1e+30,[ 1.53883042e-15 -1.87109935e-15],[ 1.53883042e-45 -1.87109935e-45]
[-5.76980261e+33  1.88470306e+33],[-5.82808345e+26  1.90374046e+26],1e+30,[ 1.17710949e-15 -1.40234462e-15],[ 1.17710949e-45 -1.40234462e-45]
[-8.08928021e+33  7.66679295e+33],[-8.17099011e+26  7.74423530e+26],1e+30,[ 3.82637259e-16 -3.49447791e-16],[ 3.82637259e-46 -3.49447791e-46]
[-1.49000363e+33 -4.86825807e+33],[-1.50505418e+26 -4.91743242e+26],1e+30,[2.67701688e-16 1.79446523e-15],[2.67701688e-46 1.79446523e-45]
[ 7.16827324e+34 -3.19544932e+34],[ 7.24068004e+27 -3.22772658e+27],1e+30,[-1.00530329e-17  4.76610119e-18],[-1.00530329e-47  4.76610119e-48]
[7.44680034e+33 7.13094593e+33],[7.52202055e+26 7.20297568e+26],1e+30,[-4.67747762e-16 -2.41687542e-16],[-4.67747762e-46 -2.41687542e-46]
[3.15398304e+33 3.07626356e+33],[3.18584145e+26 3.10733693e+26],1e+30,[-1.35294997e-15 -1.20637264e-15],[-1.35294997e-45 -1.20637264e-45]
[ 5.21431668e+32 -1.83077877e+33],[ 5.26698654e+25 -1.84927148e+26],1e+30,[-1.16248260e-14  9.27514528e-15],[-1.16248260e-44  9.27514528e-45]
[4.40016016e+33 6.93953938e+33],[4.44460622e+26 7.00963574e+26],1e+30,[-5.30266036e-16 -1.00541471e-15],[-5.30266036e-46 -1.00541471e-45]
[-1.74866074e+33  1.55432955e+34],[-1.76632398e+26  1.57002985e+27],1e+30,[ 1.91637203e-16 -4.93133928e-16],[ 1.91637203e-46 -4.93133928e-46]
[-3.77994096e+33  8.30058211e+32],[-3.81812218e+26  8.38442637e+25],1e+30,[ 4.1193453e-15 -9.4913775e-16],[ 4.1193453e-45 -9.4913775e-46]
[-1.28950996e+34  4.13486507e+33],[-1.30253531e+27  4.17663139e+26],1e+30,[ 3.29567167e-16 -7.70661805e-17],[ 3.29567167e-46 -7.70661805e-47]
[-1.82668490e+34 -3.65010652e+34],[-1.84513626e+27 -3.68697628e+27],1e+30,[7.83227722e-18 4.28385996e-17],[7.83227722e-48 4.28385996e-47]
[ 2.98917089e+33 -8.24475103e+33],[ 3.01936454e+26 -8.32803134e+26],1e+30,[-3.96496868e-16  1.00214728e-15],[-3.96496868e-46  1.00214728e-45]
[-3.65664747e+33 -1.30884564e+32],[-3.6935833e+26 -1.3220663e+25],1e+30,[ 2.92674053e-15 -8.80484087e-16],[ 2.92674053e-45 -8.80484087e-46]
[2.15104210e+33 2.39999555e+33],[2.17276980e+26 2.42423793e+26],1e+30,[1.79003658e-15 7.21439509e-17],[1.79003658e-45 7.21439509e-47]
[6.96813839e+33 7.46449243e+32],[7.03852362e+26 7.53989134e+25],1e+30,[-3.08138955e-15  1.50216755e-15],[-3.08138955e-45  1.50216755e-45]
[3.24451938e+33 3.52269418e+31],[3.27729230e+26 3.55827696e+24],1e+30,[-3.1548469e-15 -7.9965694e-16],[-3.1548469e-45 -7.9965694e-46]
[ 5.58240501e+34 -9.69362999e+33],[ 5.63879294e+27 -9.79154544e+26],1e+30,[-2.06386175e-17  4.16260121e-18],[-2.06386175e-47  4.16260121e-48]
[2.16623182e+33 1.00576583e+33],[2.18811295e+26 1.01592508e+26],1e+30,[1.41482678e-15 3.83763532e-15],[1.41482678e-45 3.83763532e-45]
[3.53566563e+32 4.61527775e+33],[3.57137947e+25 4.66189672e+26],1e+30,[-1.72847236e-15 -2.58271423e-15],[-1.72847236e-45 -2.58271423e-45]
[4.35019277e+33 7.23802702e+32],[4.39413411e+26 7.31113839e+25],1e+30,[-7.52473496e-16  4.84070163e-16],[-7.52473496e-46  4.84070163e-46]
[ 2.22818132e+34 -3.16432092e+34],[ 2.25068820e+27 -3.19628376e+27],1e+30,[-2.45757100e-17  3.97321961e-17],[-2.45757100e-47  3.97321961e-47]
[-2.17810679e+33  5.59960821e+33],[-2.20010786e+26  5.65616991e+26],1e+30,[ 1.07132714e-15 -2.29154563e-15],[ 1.07132714e-45 -2.29154563e-45]
[ 1.02079661e+34 -2.32119814e+33],[ 1.03110769e+27 -2.34464458e+26],1e+30,[-5.68658253e-16  1.51086323e-16],[-5.68658253e-46  1.51086323e-46]
[-2.09170763e+33 -1.02413044e+33],[-2.11283599e+26 -1.03447520e+26],1e+30,[ 5.27231738e-16 -1.85108128e-15],[ 5.27231738e-46 -1.85108128e-45]
[ 4.46147438e+34 -2.24956252e+33],[ 4.50653978e+27 -2.27228537e+26],1e+30,[ 7.73230970e-18 -2.14671525e-17],[ 7.73230970e-48 -2.14671525e-47]
[1.11665441e+34 1.59177380e+33],[1.12793375e+27 1.60785232e+26],1e+30,[-4.73063048e-16  6.88756119e-17],[-4.73063048e-46  6.88756119e-47]
[-6.13774303e+33 -1.50247288e+33],[-6.19974044e+26 -1.51764937e+26],1e+30,[-1.33283680e-14  6.86512425e-17],[-1.33283680e-44  6.86512425e-47]
[-1.66449639e+33  5.39602556e+33],[-1.68130949e+26  5.45053087e+26],1e+30,[ 7.25814543e-16 -1.22600987e-15],[ 7.25814543e-46 -1.22600987e-45]
[7.52666144e+33 2.63560208e+33],[7.60268832e+26 2.66222433e+26],1e+30,[-9.25355196e-16 -3.88906564e-16],[-9.25355196e-46 -3.88906564e-46]
[ 6.85880253e+34 -7.77118138e+34],[ 6.92808336e+27 -7.84967816e+27],1e+30,[-4.97940707e-18  5.09140174e-18],[-4.97940707e-48  5.09140174e-48]
[-1.70769027e+33 -1.32805942e+33],[-1.72493967e+26 -1.34147416e+26],1e+30,[-1.23644224e-15  3.33492346e-15],[-1.23644224e-45  3.33492346e-45]
[-1.15552933e+33 -6.90638624e+32],[-1.16720134e+26 -6.97614773e+25],1e+30,[2.65036161e-15 1.42783062e-15],[2.65036161e-45 1.42783062e-45]
[ 1.34471125e+33 -2.76840699e+33],[ 1.35829419e+26 -2.79637068e+26],1e+30,[3.61005733e-15 3.22628781e-15],[3.61005733e-45 3.22628781e-45]
[ 1.14243838e+34 -6.17079379e+33],[ 1.15397816e+27 -6.23312504e+26],1e+30,[-3.41242724e-16  1.69304452e-16],[-3.41242724e-46  1.69304452e-46]
[ 2.23714354e+33 -4.23127071e+32],[ 2.25974095e+26 -4.27401081e+25],1e+30,[8.01570604e-15 4.15845303e-15],[8.01570604e-45 4.15845303e-45]
[ 3.38837003e+32 -3.51321335e+33],[ 3.42259599e+25 -3.54870035e+26],1e+30,[-2.38706748e-15  1.63508565e-15],[-2.38706748e-45  1.63508565e-45]
[-1.35716794e+33  5.28493384e+33],[-1.37087671e+26  5.33831701e+26],1e+30,[-1.37764886e-14 -6.60688250e-15],[-1.37764886e-44 -6.60688250e-45]
[ 2.10975939e+32 -2.10917806e+33],[ 2.13107009e+25 -2.13048290e+26],1e+30,[1.28417694e-16 2.27510567e-15],[1.28417694e-46 2.27510567e-45]
[ 2.40425784e+32 -8.34833765e+33],[ 2.42854327e+25 -8.43266429e+26],1e+30,[-1.15573863e-15  7.00966688e-16],[-1.15573863e-45  7.00966688e-46]
[1.48523046e+33 1.75288992e+33],[1.50023278e+26 1.77059587e+26],1e+30,[1.52782340e-13 2.29254149e-13],[1.52782340e-43 2.29254149e-43]
[6.44041835e+33 6.16870188e+32],[6.50547309e+26 6.23101200e+25],1e+30,[-9.15880273e-16  6.07481256e-16],[-9.15880273e-46  6.07481256e-46]
[-2.45335548e+33 -2.31246617e+32],[-2.47813685e+26 -2.33582441e+25],1e+30,[ 1.58529859e-15 -2.65085994e-15],[ 1.58529859e-45 -2.65085994e-45]
[-9.98555971e+32 -2.09880548e+33],[-1.00864240e+26 -2.12000554e+26],1e+30,[1.85922871e-15 1.70060187e-15],[1.85922871e-45 1.70060187e-45]
[-5.36402152e+33  1.42557324e+33],[-5.41820356e+26  1.43997297e+26],1e+30,[ 1.23259053e-15 -3.17449096e-16],[ 1.23259053e-45 -3.17449096e-46]
[2.09193375e+33 4.58648213e+33],[2.11306439e+26 4.63281023e+26],1e+30,[ 7.67116887e-17 -1.97737649e-15],[ 7.67116887e-47 -1.97737649e-45]
[-3.92525454e+33  5.87208095e+33],[-3.96490357e+26  5.93139490e+26],1e+30,[ 7.96256371e-16 -9.50081754e-16],[ 7.96256371e-46 -9.50081754e-46]
[4.38888307e+33 1.56170785e+34],[4.43321523e+26 1.57748268e+27],1e+30,[-8.64167822e-17 -2.28775103e-16],[-8.64167822e-47 -2.28775103e-46]
[ 3.20700911e+34 -2.33092562e+34],[ 3.23940314e+27 -2.35447032e+27],1e+30,[-3.47301024e-17  2.63077656e-17],[-3.47301024e-47  2.63077656e-47]
[-7.43940420e+33  1.61415767e+33],[-7.51454970e+26  1.63046229e+26],1e+30,[ 1.22778206e-15 -9.34450978e-17],[ 1.22778206e-45 -9.34450978e-47]
[4.49159993e+33 2.77392603e+33],[4.53696963e+26 2.80194549e+26],1e+30,[-9.96190473e-16 -1.77001275e-15],[-9.96190473e-46 -1.77001275e-45]
[-1.45901741e+34 -3.41647139e+33],[-1.47375495e+27 -3.45098120e+26],1e+30,[3.08897120e-16 6.74623845e-17],[3.08897120e-46 6.74623845e-47]
[3.88766909e+33 5.90120804e+32],[3.92693847e+26 5.96081620e+25],1e+30,[-2.29329295e-15  1.64692687e-15],[-2.29329295e-45  1.64692687e-45]
[6.18116087e+33 1.37834417e+33],[6.24359684e+26 1.39226684e+26],1e+30,[ 1.59361651e-15 -4.37436663e-16],[ 1.59361651e-45 -4.37436663e-46]
[7.85751389e+33 4.67042712e+33],[7.93688272e+26 4.71760315e+26],1e+30,[-4.15067810e-16 -4.07847106e-16],[-4.15067810e-46 -4.07847106e-46]
[-3.26211822e+32  3.75444071e+33],[-3.29506892e+25  3.79236436e+26],1e+30,[ 4.75074816e-15 -3.72191922e-15],[ 4.75074816e-45 -3.72191922e-45]
[-5.51955975e+31 -3.90736805e+33],[-5.57531288e+24 -3.94683642e+26],1e+30,[3.66130125e-16 6.67884939e-15],[3.66130125e-46 6.67884939e-45]
[-7.54296712e+33 -7.99647820e+33],[-7.61915871e+26 -8.07725071e+26],1e+30,[3.79547611e-16 3.89145394e-16],[3.79547611e-46 3.89145394e-46]
[ 4.21757603e+32 -1.72593471e+33],[ 4.26017780e+25 -1.74336839e+26],1e+30,[ 5.53630328e-15 -8.38923958e-15],[ 5.53630328e-45 -8.38923958e-45]
[ 5.55772278e+32 -1.17094218e+33],[ 5.61386140e+25 -1.18276988e+26],1e+30,[-9.91862415e-15  8.67602431e-15],[-9.91862415e-45  8.67602431e-45]
[7.63405952e+32 1.84291940e+32],[7.71117124e+25 1.86153475e+25],1e+30,[1.25402266e-16 1.13360590e-15],[1.25402266e-46 1.13360590e-45]
[6.32650346e+33 1.38736037e+33],[6.39040754e+26 1.40137410e+26],1e+30,[-4.56789696e-15 -9.37346756e-16],[-4.56789696e-45 -9.37346756e-46]
[ 2.28191128e+33 -1.52500222e+33],[ 2.30496089e+26 -1.54040629e+26],1e+30,[-1.85138798e-15  4.93537263e-15],[-1.85138798e-45  4.93537263e-45]
[ 4.25785452e+33 -5.28846882e+33],[ 4.30086316e+26 -5.34188770e+26],1e+30,[-2.22575505e-15  5.87861394e-16],[-2.22575505e-45  5.87861394e-46]
[5.84056238e+33 1.37302698e+34],[5.89955797e+26 1.38689594e+27],1e+30,[-9.70616972e-17 -2.57160254e-16],[-9.70616972e-47 -2.57160254e-46]
[ 1.68311964e+32 -3.85060464e+32],[ 1.70012085e+25 -3.88949964e+25],1e+30,[-1.61757682e-15  4.05200030e-15],[-1.61757682e-45  4.05200030e-45]
[-1.34696222e+33 -2.89787369e+33],[-1.36056790e+26 -2.92714514e+26],1e+30,[-3.31414787e-16  1.33945968e-15],[-3.31414787e-46  1.33945968e-45]
[1.85023125e+32 1.39450793e+33],[1.86892046e+25 1.40859387e+26],1e+30,[-2.55976815e-15 -3.75501574e-15],[-2.55976815e-45 -3.75501574e-45]
[-7.39370212e+33  2.54938783e+33],[-7.46838598e+26  2.57513922e+26],1e+30,[ 1.09231587e-15 -5.34726197e-16],[ 1.09231587e-45 -5.34726197e-46]
[-4.24043781e+32  5.56142237e+32],[-4.28327051e+25  5.61759836e+25],1e+30,[-1.33552722e-14  5.75042264e-15],[-1.33552722e-44  5.75042264e-45]
[ 3.07882943e+33 -6.18367067e+33],[ 3.10992871e+26 -6.24613199e+26],1e+30,[-2.00943831e-16  9.08843091e-16],[-2.00943831e-46  9.08843091e-46]
[-2.26259902e+33  2.63088930e+33],[-2.28545356e+26  2.65746394e+26],1e+30,[ 1.76255019e-15 -1.44121029e-15],[ 1.76255019e-45 -1.44121029e-45]
[-1.05321435e+33  1.12120926e+33],[-1.06385288e+26  1.13253461e+26],1e+30,[-3.98531466e-15 -1.05062896e-14],[-3.98531466e-45 -1.05062896e-44]
[2.73823271e+32 8.91663760e+32],[2.76589163e+25 9.00670464e+25],1e+30,[-1.06190702e-15 -9.46318629e-16],[-1.06190702e-45 -9.46318629e-46]
[9.06833871e+33 9.05179047e+33],[9.1599381e+26 9.1432227e+26],1e+30,[-2.91386039e-16 -2.77906154e-16],[-2.91386039e-46 -2.77906154e-46]
[-1.49149909e+34  2.72582882e+34],[-1.50656474e+27  2.75336245e+27],1e+30,[ 4.10107348e-17 -9.68783012e-17],[ 4.10107348e-47 -9.68783012e-47]
[-1.20921346e+34 -1.71172558e+33],[-1.22142774e+27 -1.72901573e+26],1e+30,[4.38911695e-16 1.13115028e-17],[4.38911695e-46 1.13115028e-47]
[-5.25162370e+33 -8.83445646e+32],[-5.30467041e+26 -8.92369340e+25],1e+30,[6.02450393e-16 7.57189557e-16],[6.02450393e-46 7.57189557e-46]
[2.34477128e+33 2.31178474e+33],[2.36845584e+26 2.33513610e+26],1e+30,[-2.17908833e-15  8.77852199e-16],[-2.17908833e-45  8.77852199e-46]
[-1.10139645e+33 -5.32247843e+31],[-1.11252167e+26 -5.37624061e+24],1e+30,[ 4.64493796e-15 -1.00853371e-15],[ 4.64493796e-45 -1.00853371e-45]
[-3.16280761e+34  1.77142770e+34],[-3.19475516e+27  1.78932090e+27],1e+30,[ 4.44431956e-17 -2.31305987e-17],[ 4.44431956e-47 -2.31305987e-47]
[ 1.40381083e+34 -2.29032073e+34],[ 1.41799074e+27 -2.31345529e+27],1e+30,[-2.85925311e-17  3.91022578e-17],[-2.85925311e-47  3.91022578e-47]
[ 2.46159163e+33 -2.26037047e+33],[ 2.48645619e+26 -2.28320250e+26],1e+30,[-9.93759093e-15  1.44206722e-14],[-9.93759093e-45  1.44206722e-44]
[1.01518590e+33 7.63444839e+32],[1.02544031e+26 7.71156404e+25],1e+30,[ 2.94034939e-15 -1.19155035e-15],[ 2.94034939e-45 -1.19155035e-45]
[-4.02341452e+33 -2.59706731e+33],[-4.06405507e+26 -2.62330032e+26],1e+30,[ 6.15593959e-15 -6.77305005e-15],[ 6.15593959e-45 -6.77305005e-45]
[ 4.15387187e+33 -2.20657369e+32],[ 4.19583017e+26 -2.22886231e+25],1e+30,[-1.26605727e-15  2.11659180e-15],[-1.26605727e-45  2.11659180e-45]
[-6.12194896e+33  6.35453860e+32],[-6.18378683e+26  6.41872586e+25],1e+30,[ 1.40377280e-15 -4.64073925e-16],[ 1.40377280e-45 -4.64073925e-46]
[-5.32250782e+33 -5.84807402e+33],[-5.37627053e+26 -5.90714547e+26],1e+30,[5.38002810e-16 5.82305941e-16],[5.38002810e-46 5.82305941e-46]
[-7.70995165e+32  6.06312270e+32],[-7.78782997e+25  6.12436636e+25],1e+30,[1.22172203e-14 2.37132281e-15],[1.22172203e-44 2.37132281e-45]
[-8.69397495e+33 -5.93228876e+33],[-8.78179288e+26 -5.99221087e+26],1e+30,[4.87175292e-16 3.45292127e-16],[4.87175292e-46 3.45292127e-46]
[-7.97450069e+32  2.08355444e+33],[-8.05505121e+25  2.10460045e+26],1e+30,[1.31449867e-14 1.11331438e-15],[1.31449867e-44 1.11331438e-45]
[4.45952940e+32 2.16785238e+33],[4.50457515e+25 2.18974988e+26],1e+30,[-1.97801425e-15 -9.86834131e-16],[-1.97801425e-45 -9.86834131e-46]
[2.08440882e+33 3.53789039e+33],[2.10546346e+26 3.57362666e+26],1e+30,[-1.42014575e-15 -1.84435387e-15],[-1.42014575e-45 -1.84435387e-45]
[-6.24231838e+33 -1.81023359e+33],[-6.30537210e+26 -1.82851878e+26],1e+30,[8.04267798e-16 2.17312467e-15],[8.04267798e-46 2.17312467e-45]
[ 4.9872745e+32 -9.9695871e+32],[ 5.03765101e+25 -1.00702900e+26],1e+30,[ 1.03643874e-14 -4.51503136e-16],[ 1.03643874e-44 -4.51503136e-46]
[2.85123990e+33 1.01227429e+33],[2.88004031e+26 1.02249928e+26],1e+30,[1.3221545e-14 3.8783794e-14],[1.3221545e-44 3.8783794e-44]
[-6.52162387e+33  2.79871705e+33],[-6.58749885e+26  2.82698692e+26],1e+30,[ 1.23656923e-15 -1.17243565e-15],[ 1.23656923e-45 -1.17243565e-45]
[5.47602730e+32 7.32639206e+33],[5.53134072e+25 7.40039602e+26],1e+30,[-4.20427451e-16 -1.33057786e-15],[-4.20427451e-46 -1.33057786e-45]
[-2.23109945e+33  4.86098211e+32],[-2.25363581e+26  4.91008294e+25],1e+30,[5.07387057e-15 5.62623438e-15],[5.07387057e-45 5.62623438e-45]
[-4.23438016e+33 -2.37796129e+33],[-4.27715168e+26 -2.40198110e+26],1e+30,[1.89680912e-15 1.96789389e-15],[1.89680912e-45 1.96789389e-45]
[-1.99467118e+33  3.78890723e+33],[-2.01481938e+26  3.82717902e+26],1e+30,[ 9.12693599e-16 -1.60283534e-15],[ 9.12693599e-46 -1.60283534e-45]
[1.30529662e+34 4.26875740e+33],[1.31848144e+27 4.31187617e+26],1e+30,[-3.16100543e-16 -9.54821430e-17],[-3.16100543e-46 -9.54821430e-47]
[-3.82932699e+33 -7.94264871e+33],[-3.86800708e+26 -8.02287750e+26],1e+30,[-3.94584579e-15  3.78257113e-15],[-3.94584579e-45  3.78257113e-45]
[-1.81554721e+34 -7.05585505e+33],[-1.83388607e+27 -7.12712632e+26],1e+30,[2.27242129e-16 1.03957560e-16],[2.27242129e-46 1.03957560e-46]
[-7.52292779e+33 -1.64446821e+34],[-7.59891696e+26 -1.66107900e+27],1e+30,[1.22656542e-16 1.98313214e-16],[1.22656542e-46 1.98313214e-46]
[-5.56489692e+32  3.99748471e+33],[-5.62110799e+25  4.03786334e+26],1e+30,[ 5.70089028e-16 -2.02114329e-15],[ 5.70089028e-46 -2.02114329e-45]
[ 8.24199216e+31 -8.59178875e+32],[ 8.32524457e+24 -8.67857449e+25],1e+30,[-1.70125388e-15  3.68933210e-15],[-1.70125388e-45  3.68933210e-45]
[-9.68596722e+32  4.24355949e+33],[-9.78380527e+25  4.28642372e+26],1e+30,[-4.52805051e-16 -6.46269893e-16],[-4.52805051e-46 -6.46269893e-46]
[-2.10745690e+32 -2.68463888e+32],[-2.12874434e+25 -2.71175645e+25],1e+30,[ 1.36472522e-15 -3.78337946e-15],[ 1.36472522e-45 -3.78337946e-45]
[-1.60331129e+33 -9.87483501e+32],[-1.61950635e+26 -9.97458082e+25],1e+30,[ 3.30315081e-15 -1.91476544e-16],[ 3.30315081e-45 -1.91476544e-46]
[1.46726988e+34 3.75894620e+34],[1.48209079e+27 3.79691536e+27],1e+30,[-1.40807182e-17 -4.28070441e-17],[-1.40807182e-47 -4.28070441e-47]
