position,mass,velocity
[ 3.20939724e+33 -1.11748254e+33],1e+30,[ 3.25827131e+26 -1.13450004e+26]
[-4.24107674e+33  1.78263883e+33],1e+30,[-4.30566166e+26  1.80978562e+26]
[ 1.89098567e+33 -2.18162001e+33],1e+30,[ 1.91978240e+26 -2.21484265e+26]
[2.17771998e+32 1.15206639e+33],1e+30,[2.21088322e+25 1.16961055e+26]
[-8.17103806e+32 -2.30335898e+33],1e+30,[-8.29547011e+25 -2.33843551e+26]
[ 3.79298193e+33 -7.80729332e+33],1e+30,[ 3.85074308e+26 -7.92618611e+26]
[ 2.28296306e+33 -4.12211754e+33],1e+30,[ 2.31772899e+26 -4.18489091e+26]
[-1.07510161e+34 -6.82189485e+34],1e+30,[-1.09147372e+27 -6.92578157e+27]
[-5.23063775e+33  4.07163797e+33],1e+30,[-5.31029214e+26  4.13364261e+26]
[4.42244510e+33 4.74158646e+32],1e+30,[4.48979198e+26 4.81379336e+25]
[3.82982259e+33 1.05167154e+34],1e+30,[3.88814476e+26 1.06768685e+27]
[-2.78064108e+33 -7.54471143e+32],1e+30,[-2.82298587e+26 -7.65960551e+25]
[-2.83242679e+33  9.97528581e+32],1e+30,[-2.87556019e+26  1.01271937e+26]
[ 7.79014794e+32 -5.35723402e+33],1e+30,[ 7.90877963e+25 -5.43881627e+26]
[2.14292600e+33 5.18346597e+31],1e+30,[2.17555939e+26 5.26240200e+24]
[-2.45720514e+33 -2.19309627e+33],1e+30,[-2.49462451e+26 -2.22649368e+26]
[-3.93179863e+33 -1.73371637e+34],1e+30,[-3.99167374e+26 -1.76011814e+27]
[3.12062168e+33 1.74955241e+33],1e+30,[3.16814384e+26 1.77619534e+26]
[-2.19338715e+33 -5.50261772e+33],1e+30,[-2.22678899e+26 -5.58641393e+26]
[ 7.92661127e+33 -1.66532136e+33],1e+30,[ 8.04732109e+26 -1.69068158e+26]
[-6.04467596e+33 -1.20984779e+34],1e+30,[-6.13672686e+26 -1.22827187e+27]
[-3.59739425e+33  1.04172992e+33],1e+30,[-3.65217690e+26  1.05759382e+26]
[5.17116970e+33 1.21321841e+33],1e+30,[5.24991848e+26 1.23169382e+26]
[-2.65992244e+34  6.15097873e+34],1e+30,[-2.70042887e+27  6.24464846e+27]
[-6.00810622e+32  4.89778294e+33],1e+30,[-6.09960022e+25  4.97236847e+26]
[ 4.93608316e+32 -2.76778844e+33],1e+30,[ 5.01125194e+25 -2.80993750e+26]
[-3.89748866e+33  4.93837716e+34],1e+30,[-3.95684128e+26  5.01358088e+27]
[-3.58790446e+33 -2.70515917e+33],1e+30,[-3.64254260e+26 -2.74635448e+26]
[-9.54666075e+33  5.18040860e+33],1e+30,[-9.69204137e+26  5.25929807e+26]
[-3.07321102e+33  3.75443391e+32],1e+30,[-3.12001119e+26  3.81160803e+25]
[2.08666164e+33 2.84149568e+33],1e+30,[2.11843821e+26 2.88476719e+26]
[-1.28019040e+34  1.01318431e+34],1e+30,[-1.29968569e+27  1.02861351e+27]
[ 3.34315035e+33 -2.11219760e+33],1e+30,[ 3.39406126e+26 -2.14436304e+26]
[3.77310603e+33 2.20707693e+31],1e+30,[3.83056450e+26 2.24068724e+24]
[ 2.15249405e+33 -2.91717396e+32],1e+30,[ 2.18527315e+26 -2.96159793e+25]
[4.80857542e+33 6.23290006e+33],1e+30,[4.88180245e+26 6.32781732e+26]
[ 2.46999593e+33 -5.65589934e+32],1e+30,[ 2.50761008e+26 -5.74202979e+25]
[ 4.11525189e+33 -8.78112418e+31],1e+30,[ 4.17792070e+26 -8.91484688e+24]
[ 4.79858218e+34 -1.36090650e+34],1e+30,[ 4.87165704e+27 -1.38163097e+27]
[ 2.53918520e+34 -1.95879703e+34],1e+30,[ 2.57785300e+27 -1.98862642e+27]
[-3.14646338e+33  6.19855602e+32],1e+30,[-3.19437906e+26  6.29295027e+25]
[-3.43528969e+34 -1.81854426e+34],1e+30,[-3.48760374e+27 -1.84623783e+27]
[5.25916475e+33 6.19230718e+33],1e+30,[5.33925356e+26 6.28660627e+26]
[-1.67261734e+33  2.05761859e+33],1e+30,[-1.69808867e+26  2.08895288e+26]
[-7.58272299e+33  4.45592561e+33],1e+30,[-7.69819593e+26  4.52378234e+26]
[-5.33255376e+33 -1.51545737e+34],1e+30,[-5.41376016e+26 -1.53853540e+27]
[ 6.54778625e+33 -7.14478107e+32],1e+30,[ 6.64749873e+26 -7.25358484e+25]
[-1.68376751e+34 -1.67965163e+34],1e+30,[-1.70940864e+27 -1.70523008e+27]
[ 3.13320669e+33 -7.00349823e+32],1e+30,[ 3.18092049e+26 -7.11015049e+25]
[ 3.15092120e+33 -2.33056645e+33],1e+30,[ 3.19890477e+26 -2.36605731e+26]
[2.37892388e+33 5.86558627e+33],1e+30,[2.41515114e+26 5.95490992e+26]
[ 2.85704940e+33 -1.00008946e+33],1e+30,[ 2.90055777e+26 -1.01531925e+26]
[-2.27073282e+33 -1.81438602e+33],1e+30,[-2.30531250e+26 -1.84201627e+26]
[9.40434189e+32 2.14400837e+33],1e+30,[9.54755522e+25 2.17665824e+26]
[3.09036939e+33 2.81908530e+33],1e+30,[3.13743086e+26 2.86201553e+26]
[-3.94707840e+33  1.50929629e+33],1e+30,[-4.00718619e+26  1.53228050e+26]
[-2.18983654e+33 -4.11702297e+33],1e+30,[-2.22318430e+26 -4.17971875e+26]
[-1.61188736e+33 -6.16360389e+33],1e+30,[-1.63643387e+26 -6.25746588e+26]
[-9.20223263e+32 -5.26660216e+33],1e+30,[-9.34236816e+25 -5.34680422e+26]
[-1.94667379e+33  9.57764107e+31],1e+30,[-1.97631857e+26  9.72349348e+24]
[9.44176545e+33 2.44639028e+33],1e+30,[9.58554868e+26 2.48364495e+26]
[2.51328564e+34 5.48922364e+33],1e+30,[2.55155902e+27 5.57281587e+26]
[-1.39483801e+33 -7.71884594e+32],1e+30,[-1.41607920e+26 -7.83639182e+25]
[-4.34263224e+33  9.49685252e+32],1e+30,[-4.40876370e+26  9.64147464e+25]
[-3.08913826e+33 -1.96452970e+33],1e+30,[-3.13618097e+26 -1.99444639e+26]
[-4.35220625e+33  1.71708476e+33],1e+30,[-4.41848350e+26  1.74323326e+26]
[1.09511811e+35 9.42252817e+34],1e+30,[1.11179504e+28 9.56601845e+27]
[-8.69804843e+34  5.48717899e+34],1e+30,[-8.83050602e+27  5.57074009e+27]
[-1.77194048e+33 -6.52377285e+33],1e+30,[-1.79892434e+26 -6.62311965e+26]
[-1.16776938e+33 -4.89202545e+33],1e+30,[-1.18555267e+26 -4.96652329e+26]
[-2.23038487e+33 -1.56900077e+33],1e+30,[-2.26435012e+26 -1.59289418e+26]
[ 3.20474240e+33 -6.50507017e+33],1e+30,[ 3.25354558e+26 -6.60413215e+26]
[-5.61468071e+33 -2.57017011e+32],1e+30,[-5.70018346e+26 -2.60930976e+25]
[-2.54366176e+33  1.29690729e+33],1e+30,[-2.58239773e+26  1.31665715e+26]
[-4.53848298e+33 -1.03470698e+34],1e+30,[-4.60759693e+26 -1.05046394e+27]
[-4.74021878e+33  7.76643143e+32],1e+30,[-4.81240485e+26  7.88470196e+25]
[ 4.49091603e+33 -4.49204872e+33],1e+30,[ 4.55930562e+26 -4.56045555e+26]
[ 7.53911675e+32 -4.46070871e+33],1e+30,[ 7.65392563e+25 -4.52863828e+26]
[-2.73811194e+33  5.91118979e+32],1e+30,[-2.77980907e+26  6.00120791e+25]
[-8.30495218e+33 -6.81377760e+33],1e+30,[-8.43142353e+26 -6.91754071e+26]
[ 1.60358212e+33 -2.94659324e+33],1e+30,[ 1.62800216e+26 -2.99146522e+26]
[2.71467141e+34 6.40642607e+33],1e+30,[2.75601158e+27 6.50398586e+26]
[ 1.52194956e+32 -3.18442739e+33],1e+30,[ 1.54512646e+25 -3.23292121e+26]
[-3.15855966e+33 -3.70894148e+33],1e+30,[-3.20665956e+26 -3.76542282e+26]
[-1.41233489e+33 -1.52692433e+34],1e+30,[-1.43384252e+26 -1.55017699e+27]
[-1.47408022e+33 -2.47875924e+33],1e+30,[-1.49652815e+26 -2.51650684e+26]
[-9.55460416e+32  2.34749358e+33],1e+30,[-9.70010574e+25  2.38324221e+26]
[2.0878040e+33 4.2295171e+33],1e+30,[2.11959797e+26 4.29392599e+26]
[6.97288954e+32 4.76670247e+33],1e+30,[7.07907567e+25 4.83929185e+26]
[-2.72139606e+32 -1.94077343e+33],1e+30,[-2.76283864e+25 -1.97032835e+26]
[-4.42119472e+32  3.25151296e+33],1e+30,[-4.48852255e+25  3.30102839e+26]
[-1.41321585e+34  4.02991472e+33],1e+30,[-1.43473691e+27  4.09128398e+26]
[-7.09030252e+34 -8.34820794e+34],1e+30,[-7.19827667e+27 -8.47533801e+27]
[4.78373208e+33 2.49960184e+32],1e+30,[4.85658079e+26 2.53766684e+25]
[6.81349126e+32 1.60421790e+33],1e+30,[6.91725001e+25 1.62864762e+26]
[5.22497793e+33 8.68472775e+32],1e+30,[5.30454612e+26 8.81698249e+25]
[-1.34412702e+34 -8.64467081e+32],1e+30,[-1.36459596e+27 -8.77631555e+25]
[ 7.03214665e+33 -2.37606955e+33],1e+30,[ 7.13923518e+26 -2.41225335e+26]
[ 2.3007222e+34 -2.0446330e+34],1e+30,[ 2.33575858e+27 -2.07576955e+27]
[2.79474811e+33 7.29931390e+32],1e+30,[2.83730773e+26 7.41047097e+25]
[-4.49728471e+33  1.10358952e+33],1e+30,[-4.56577128e+26  1.12039545e+26]
[-2.39453531e+32 -8.26402712e+32],1e+30,[-2.43100031e+25 -8.38987524e+25]
[-3.64237274e+33 -1.63254579e+33],1e+30,[-3.69784035e+26 -1.65740689e+26]
[ 4.00307500e+33 -5.36978674e+33],1e+30,[ 4.06403553e+26 -5.45156014e+26]
[ 2.87841119e+33 -1.51823741e+33],1e+30,[ 2.92224486e+26 -1.54135778e+26]
[ 3.14745588e+33 -1.31854182e+33],1e+30,[ 3.19538668e+26 -1.33862114e+26]
[3.57347064e+33 5.09979009e+33],1e+30,[3.62788897e+26 5.17745187e+26]
[-5.64571730e+33 -4.37261081e+34],1e+30,[-5.73169269e+26 -4.43919879e+27]
[-2.39632965e+33  2.20725285e+33],1e+30,[-2.43282198e+26  2.24086584e+26]
[-9.02927342e+32 -4.80657329e+33],1e+30,[-9.16677505e+25 -4.87976984e+26]
[-2.66159792e+33 -1.17957621e+33],1e+30,[-2.70212987e+26 -1.19753930e+26]
